PassengerId,Survived,Pclass,Sex,SibSp,Parch,Fare,Embarked,Deck,countDeck,Title,port_sex,Age_bin,FamilySize,Ticket_freq
1272,-1,3,male,0,0,7,Q,U,1014,Mr,63,4,Alone,1
1273,-1,3,male,0,0,7,Q,U,1014,Mr,63,4,Alone,1
1274,-1,3,female,0,0,14,S,U,1014,Mrs,293,1,Alone,2
1275,-1,3,female,1,0,16,S,U,1014,Mrs,293,2,Small,2
1276,-1,2,male,0,0,12,S,U,1014,Mr,623,7,Alone,1
1277,-1,2,female,1,2,65,S,U,1014,Miss,293,3,Small,5
1278,-1,3,male,0,0,7,S,U,1014,Mr,623,3,Alone,1
1279,-1,2,male,0,0,13,S,U,1014,Mr,623,9,Alone,1
1280,-1,3,male,0,0,7,Q,U,1014,Mr,63,2,Alone,1
1281,-1,3,male,3,1,21,S,U,1014,Master,623,0,Medium,5
1282,-1,1,male,0,0,93,S,B,65,Mr,623,3,Alone,4
1283,-1,1,female,0,1,39,S,D,46,Mrs,293,9,Small,2
1284,-1,3,male,0,2,20,S,U,1014,Master,623,0,Small,3
1285,-1,2,male,0,0,10,S,U,1014,Mr,623,8,Alone,1
1286,-1,3,male,3,1,22,S,U,1014,Mr,623,5,Medium,3
1287,-1,1,female,1,0,60,S,C,94,Mrs,293,1,Small,2
1288,-1,3,male,0,0,7,Q,U,1014,Mr,63,3,Alone,1
1289,-1,1,female,1,1,79,C,B,65,Mrs,113,9,Small,2
1290,-1,3,male,0,0,7,S,U,1014,Mr,623,3,Alone,1
1291,-1,3,male,0,0,7,Q,U,1014,Mr,63,6,Alone,1
1292,-1,1,female,0,0,164,S,C,94,Miss,293,5,Alone,4
1293,-1,2,male,1,0,21,S,U,1014,Mr,623,7,Small,2
1294,-1,1,female,0,1,59,C,U,1014,Miss,113,3,Small,2
1295,-1,1,male,0,0,47,S,U,1014,Mr,623,1,Alone,2
1296,-1,1,male,1,0,27,C,D,46,Mr,157,8,Small,1
1297,-1,2,male,0,0,13,C,D,46,Mr,157,2,Alone,1
1298,-1,2,male,1,0,10,S,U,1014,Mr,623,3,Small,1
1299,-1,1,male,1,1,211,C,C,94,Mr,157,9,Small,5
1300,-1,3,female,0,0,7,Q,U,1014,Miss,60,4,Alone,1
1301,-1,3,female,1,1,13,S,U,1014,Miss,293,0,Small,3
1302,-1,3,female,0,0,7,Q,U,1014,Miss,60,8,Alone,1
1303,-1,1,female,1,0,90,Q,C,94,Mrs,60,7,Small,3
1304,-1,3,female,0,0,7,S,U,1014,Miss,293,5,Alone,1
1305,-1,3,male,0,0,8,S,U,1014,Mr,623,6,Alone,1
1306,-1,1,female,0,0,108,C,C,94,Rare,113,7,Alone,3
1307,-1,3,male,0,0,7,S,U,1014,Mr,623,7,Alone,1
1308,-1,3,male,0,0,8,S,U,1014,Mr,623,4,Alone,1
1309,-1,3,male,1,1,22,C,U,1014,Master,157,2,Small,3
